cmte_id,cand_id,cand_nm,contbr_city,contbr_st,contbr_zip,contb_receipt_amt,contb_receipt_dt,latlong
C00577130,P60007168,"Sanders, Bernard",KEENE,NH,034315252,10,30-SEP-15,"(42.9561414, -72.3074326)"
C00577130,P60007168,"Sanders, Bernard",KEENE,NH,034314331,10,30-SEP-15,"(42.9561414, -72.3074326)"
C00577130,P60007168,"Sanders, Bernard",ANTRIM,NH,034403608,50,30-SEP-15,"(43.0535808, -71.97569899999999)"
C00577130,P60007168,"Sanders, Bernard",CONWAY,NH,038186025,10,17-SEP-15,"(43.97695909999999, -71.2194621)"
C00577130,P60007168,"Sanders, Bernard",NEWMARKET,NH,038571648,10,23-SEP-15,"(43.06325080000001, -70.9665682)"
C00577130,P60007168,"Sanders, Bernard",MELVIN VILLAGE,NH,03850,10,29-SEP-15,"(43.6860602, -71.29824390000002)"
C00577130,P60007168,"Sanders, Bernard",SALEM,NH,030793371,20,30-SEP-15,"(42.7768318, -71.2161428)"
C00577130,P60007168,"Sanders, Bernard",NASHUA,NH,030642523,100,29-SEP-15,"(42.7773453, -71.4714928)"
C00577130,P60007168,"Sanders, Bernard",HANOVER,NH,037554915,250,29-SEP-15,"(43.7260338, -72.14291720000001)"
C00577130,P60007168,"Sanders, Bernard",DORCHESTER,NH,03266,50,23-SEP-15,"(43.78628399999999, -71.8798861)"
C00577130,P60007168,"Sanders, Bernard",NASHUA,NH,030637017,25,23-SEP-15,"(42.7795584, -71.51304449999999)"
C00577130,P60007168,"Sanders, Bernard",CONTOOCOOK,NH,032292822,100,29-SEP-15,"(43.1947744, -71.69106599999999)"
C00577130,P60007168,"Sanders, Bernard",HANOVER,NH,037551535,10,30-SEP-15,"(43.7260338, -72.14291720000001)"
C00577130,P60007168,"Sanders, Bernard",HOPKINTON,NH,032292682,2600,30-SEP-15,"(43.1947744, -71.69106599999999)"
C00577130,P60007168,"Sanders, Bernard",EXETER,NH,038334608,10,30-SEP-15,"(42.9996568, -70.9784562)"
C00577130,P60007168,"Sanders, Bernard",LONDONDERRY,NH,030533184,50,28-SEP-15,"(42.8680259, -71.37569119999999)"
C00577130,P60007168,"Sanders, Bernard",CENTER HARBOR,NH,032263410,25,05-SEP-15,"(43.71269849999999, -71.49147470000001)"
C00577130,P60007168,"Sanders, Bernard",HANOVER,NH,037552232,10,23-SEP-15,"(43.7260338, -72.14291720000001)"
C00577130,P60007168,"Sanders, Bernard",BETHLEHEM,NH,035744950,10,23-SEP-15,"(44.2782061, -71.6622795)"
C00577130,P60007168,"Sanders, Bernard",CLAREMONT,NH,037434328,45,22-SEP-15,"(43.369662, -72.3074326)"
C00577130,P60007168,"Sanders, Bernard",WINDHAM,NH,030871398,104.14,28-SEP-15,"(42.792901, -71.3111773)"
C00577130,P60007168,"Sanders, Bernard",CONCORD,NH,033033428,24.68,30-SEP-15,"(43.3071121, -71.69106599999999)"
C00577130,P60007168,"Sanders, Bernard",HANOVER,NH,037552232,10,29-SEP-15,"(43.7260338, -72.14291720000001)"
C00577130,P60007168,"Sanders, Bernard",BETHLEHEM,NH,035744950,10,29-SEP-15,"(44.2782061, -71.6622795)"
C00577130,P60007168,"Sanders, Bernard",NORTHWOOD,NH,032613340,25,26-SEP-15,"(43.2162223, -71.20426189999999)"
C00577130,P60007168,"Sanders, Bernard",NASHUA,NH,030621612,35,26-SEP-15,"(42.7189172, -71.4893013)"
C00577130,P60007168,"Sanders, Bernard",NASHUA,NH,030621612,10,26-SEP-15,"(42.7189172, -71.4893013)"
C00577130,P60007168,"Sanders, Bernard",KEENE,NH,034313229,25,19-SEP-15,"(42.9561414, -72.3074326)"
C00577130,P60007168,"Sanders, Bernard",MANCHESTER,NH,031023822,100,30-SEP-15,"(43.0073961, -71.49523719999999)"
C00581876,P60003670,"Kasich, John R.",PORTSMOUTH,NH,038013869,250,11-AUG-15,"(43.0874906, -70.83577919999999)"
C00577130,P60007168,"Sanders, Bernard",LEBANON,NH,037666317,50,26-SEP-15,"(43.6217757, -72.24923509999999)"
C00577130,P60007168,"Sanders, Bernard",MANCHESTER,NH,031036684,35,30-SEP-15,"(42.9561485, -71.4418101)"
C00577130,P60007168,"Sanders, Bernard",MERRIMACK,NH,030544716,50,30-SEP-15,"(42.855038, -71.51304449999999)"
C00580399,P60008521,"Christie, Christopher J.",RYE BEACH,NH,03871,500,30-SEP-15,"(42.9793668, -70.76962689999999)"
C00580399,P60008521,"Christie, Christopher J.",EXETER,NH,038332929,500,08-SEP-15,"(42.9996568, -70.9784562)"
C00577130,P60007168,"Sanders, Bernard",EPPING,NH,030421521,100,30-SEP-15,"(43.0461391, -71.0854325)"
C00577130,P60007168,"Sanders, Bernard",NEWPORT,NH,037731419,50,30-SEP-15,"(43.391957, -72.2126905)"
C00580399,P60008521,"Christie, Christopher J.",RYE,NH,038702507,250,08-SEP-15,"(42.9928394, -70.7763169)"
C00577130,P60007168,"Sanders, Bernard",HANOVER,NH,037551310,100,30-SEP-15,"(43.7260338, -72.14291720000001)"
C00580399,P60008521,"Christie, Christopher J.",HAMPTON,NH,038422517,500,25-AUG-15,"(42.9448076, -70.8238874)"
C00577130,P60007168,"Sanders, Bernard",HANOVER,NH,037556613,150,25-SEP-15,"(43.7260338, -72.14291720000001)"
C00577130,P60007168,"Sanders, Bernard",MANCHESTER,NH,031045307,45,29-SEP-15,"(43.00885590000001, -71.4477469)"
C00577130,P60007168,"Sanders, Bernard",SANBORNTON,NH,032692227,10,30-SEP-15,"(43.5134592, -71.5849532)"
C00577130,P60007168,"Sanders, Bernard",RAYMOND,NH,030772024,50,30-SEP-15,"(43.028854, -71.20426189999999)"
C00577130,P60007168,"Sanders, Bernard",NASHUA,NH,030621612,10,30-SEP-15,"(42.7189172, -71.4893013)"
C00580399,P60008521,"Christie, Christopher J.",PORTSMOUTH,NH,038014050,250,08-SEP-15,"(43.0874906, -70.83577919999999)"
C00577130,P60007168,"Sanders, Bernard",WASHINGTON,NH,032803102,10,30-SEP-15,"(43.1816976, -72.07051849999999)"
C00577130,P60007168,"Sanders, Bernard",WASHINGTON,NH,032803102,35,30-SEP-15,"(43.1816976, -72.07051849999999)"
C00581215,P60008885,"Webb, James Henry Jr.",SUNAPEE,NH,037823024,2600,01-DEC-14,"(43.3990528, -72.0823688)"
C00577130,P60007168,"Sanders, Bernard",FARMINGTON,NH,038353921,10,24-SEP-15,"(43.3526526, -71.0735476)"
C00577130,P60007168,"Sanders, Bernard",BETHLEHEM,NH,035744917,50,30-SEP-15,"(44.2782061, -71.6622795)"
C00577130,P60007168,"Sanders, Bernard",NASHUA,NH,030604506,10,25-SEP-15,"(42.7470311, -71.4596201)"
C00581215,P60008885,"Webb, James Henry Jr.",HOPKINTON,NH,032292836,1000,14-JUL-15,"(43.1947744, -71.69106599999999)"
C00577130,P60007168,"Sanders, Bernard",WOODSVILLE,NH,037851249,20,26-SEP-15,"(44.0473962, -71.86791749999999)"
C00577130,P60007168,"Sanders, Bernard",HAMPSTEAD,NH,038412331,7.77,28-SEP-15,"(42.8744289, -71.1804988)"
C00577130,P60007168,"Sanders, Bernard",HANOVER,NH,037552303,100.95,29-SEP-15,"(43.7260338, -72.14291720000001)"
C00577130,P60007168,"Sanders, Bernard",NORTH SANDWICH,NH,032593002,35,29-SEP-15,"(43.9337199, -71.40968070000001)"
C00577130,P60007168,"Sanders, Bernard",CONCORD,NH,033015410,35,30-SEP-15,"(43.2086343, -71.5486562)"
C00577130,P60007168,"Sanders, Bernard",BETHLEHEM,NH,035744950,300,30-SEP-15,"(44.2782061, -71.6622795)"
C00581876,P60003670,"Kasich, John R.",ENFIELD,NH,037483621,26,02-SEP-15,"(43.598941, -72.1070112)"
C00581876,P60003670,"Kasich, John R.",ENFIELD,NH,037483621,1000,02-SEP-15,"(43.598941, -72.1070112)"
C00581876,P60003670,"Kasich, John R.",HAMPTON FALLS,NH,038442035,1000,14-AUG-15,"(42.9195921, -70.89523369999999)"
C00577130,P60007168,"Sanders, Bernard",NORTH HAMPTON,NH,038622117,24.85,24-SEP-15,"(42.98234410000001, -70.8238874)"
C00577130,P60007168,"Sanders, Bernard",WARNER,NH,032784310,35,30-SEP-15,"(43.2931046, -71.8334145)"
C00577130,P60007168,"Sanders, Bernard",NASHUA,NH,030604506,5,25-SEP-15,"(42.7470311, -71.4596201)"
C00581876,P60003670,"Kasich, John R.",NORTH HAMPTON,NH,038622200,500,14-SEP-15,"(42.98234410000001, -70.8238874)"
C00581876,P60003670,"Kasich, John R.",WOLFEBORO,NH,038940954,500,17-AUG-15,"(43.5914415, -71.1611147)"
C00581876,P60003670,"Kasich, John R.",EXETER,NH,038335331,500,17-AUG-15,"(42.9996568, -70.9784562)"
C00577130,P60007168,"Sanders, Bernard",STRATHAM,NH,038852401,10,29-SEP-15,"(43.0134532, -70.89523369999999)"
C00577130,P60007168,"Sanders, Bernard",KEENE,NH,034315252,10,29-SEP-15,"(42.9561414, -72.3074326)"
C00581876,P60003670,"Kasich, John R.",CONCORD,NH,033022108,2700,29-SEP-15,"(43.2109719, -71.49635649999999)"
C00577130,P60007168,"Sanders, Bernard",ANDOVER,NH,032160450,250,30-SEP-15,"(43.4461125, -71.7978333)"
C00577130,P60007168,"Sanders, Bernard",NEWMARKET,NH,038572141,10,30-SEP-15,"(43.06325080000001, -70.9665682)"
C00577130,P60007168,"Sanders, Bernard",HANOVER,NH,037551236,50,30-SEP-15,"(43.7260338, -72.14291720000001)"
C00581876,P60003670,"Kasich, John R.",ENFIELD,NH,037483743,250,29-SEP-15,"(43.598941, -72.1070112)"
C00577130,P60007168,"Sanders, Bernard",SALEM,NH,030794103,50,30-SEP-15,"(42.7768318, -71.2161428)"
C00581876,P60003670,"Kasich, John R.",SALEM,NH,030791913,1000,05-AUG-15,"(42.7768318, -71.2161428)"
C00577130,P60007168,"Sanders, Bernard",HOLLIS,NH,030496210,35,30-SEP-15,"(42.7272362, -71.59613279999999)"
C00577130,P60007168,"Sanders, Bernard",WILTON,NH,030865937,50,25-SEP-15,"(42.8341319, -71.785972)"
C00577130,P60007168,"Sanders, Bernard",DERRY,NH,030387259,10,27-SEP-15,"(42.8976471, -71.2715443)"
C00580399,P60008521,"Christie, Christopher J.",RYE,NH,038702014,500,30-AUG-15,"(42.9928394, -70.7763169)"
C00580399,P60008521,"Christie, Christopher J.",RYE BEACH,NH,038710330,500,08-SEP-15,"(42.9793668, -70.76962689999999)"
C00577130,P60007168,"Sanders, Bernard",DOVER,NH,038204687,103,30-SEP-15,"(43.1819713, -70.89523369999999)"
C00577130,P60007168,"Sanders, Bernard",HANOVER,NH,037551910,100,30-SEP-15,"(43.7260338, -72.14291720000001)"
C00577130,P60007168,"Sanders, Bernard",WILTON,NH,030860877,35,30-SEP-15,"(42.8341319, -71.785972)"
C00577130,P60007168,"Sanders, Bernard",SPOFFORD,NH,034620181,250,25-SEP-15,"(42.895617, -72.4021423)"
C00580399,P60008521,"Christie, Christopher J.",RYE BEACH,NH,038719004,250,14-SEP-15,"(42.9793668, -70.76962689999999)"
C00577130,P60007168,"Sanders, Bernard",CHESTER,NH,030364001,50,26-SEP-15,"(42.9731785, -71.263663)"
C00580399,P60008521,"Christie, Christopher J.",RYE BEACH,NH,038710330,500,08-SEP-15,"(42.9793668, -70.76962689999999)"
C00577130,P60007168,"Sanders, Bernard",JAFFREY,NH,034525009,10,30-SEP-15,"(42.8426433, -72.07051849999999)"
C00577130,P60007168,"Sanders, Bernard",ENFIELD,NH,037484152,75,24-SEP-15,"(43.598941, -72.1070112)"
C00577130,P60007168,"Sanders, Bernard",DERRY,NH,030383705,50,29-SEP-15,"(42.8976471, -71.2715443)"
C00577130,P60007168,"Sanders, Bernard",CANAAN,NH,037417124,50,25-SEP-15,"(43.6795434, -72.0285561)"
C00580399,P60008521,"Christie, Christopher J.",RYE BEACH,NH,03871,1000,28-SEP-15,"(42.9793668, -70.76962689999999)"
C00580399,P60008521,"Christie, Christopher J.",NORTH HAMPTON,NH,03862,1000,28-SEP-15,"(42.98234410000001, -70.8238874)"
C00577130,P60007168,"Sanders, Bernard",ETNA,NH,037504403,250,30-SEP-15,"(43.7167379, -72.2013694)"
C00577130,P60007168,"Sanders, Bernard",KEENE,NH,034313828,50,28-SEP-15,"(42.9561414, -72.3074326)"
C00577130,P60007168,"Sanders, Bernard",NORTHWOOD,NH,032613340,10,30-SEP-15,"(43.2162223, -71.20426189999999)"
C00580399,P60008521,"Christie, Christopher J.",RYE,NH,038702507,250,08-SEP-15,"(42.9928394, -70.7763169)"
C00577130,P60007168,"Sanders, Bernard",MANCHESTER,NH,031024809,50,25-SEP-15,"(43.0073961, -71.49523719999999)"
C00577130,P60007168,"Sanders, Bernard",MANCHESTER,NH,031024809,12.54,27-SEP-15,"(43.0073961, -71.49523719999999)"
C00577130,P60007168,"Sanders, Bernard",HANCOCK,NH,034496119,250,26-SEP-15,"(42.9782657, -71.97569899999999)"
C00580480,P60006046,"Walker, Scott",E. KINGSTON,NH,03827,50,18-JUL-15,"(42.8983828, -70.99034379999999)"
C00577130,P60007168,"Sanders, Bernard",HENNIKER,NH,032424168,35,22-SEP-15,"(43.1806781, -71.8334145)"
C00580480,P60006046,"Walker, Scott",NASHUA,NH,03062,250,24-JUL-15,"(42.7189172, -71.4893013)"
C00577130,P60007168,"Sanders, Bernard",MANCHESTER,NH,031044153,50,06-SEP-15,"(43.00885590000001, -71.4477469)"
C00580480,P60006046,"Walker, Scott",HUDSON,NH,03051,150,11-AUG-15,"(42.7617804, -71.4310012)"
C00577130,P60007168,"Sanders, Bernard",ROCHESTER,NH,038673354,25,17-SEP-15,"(43.3104064, -70.99034379999999)"
C00577130,P60007168,"Sanders, Bernard",CHESTER,NH,030364194,500,23-SEP-15,"(42.9731785, -71.263663)"
C00577130,P60007168,"Sanders, Bernard",SALEM,NH,030794103,10,15-SEP-15,"(42.7768318, -71.2161428)"
C00577130,P60007168,"Sanders, Bernard",WOLFEBORO,NH,038944106,50,03-SEP-15,"(43.5914415, -71.1611147)"
C00577130,P60007168,"Sanders, Bernard",AMHERST,NH,030312020,5,21-SEP-15,"(42.8708242, -71.6080009)"
C00577130,P60007168,"Sanders, Bernard",LYME,NH,037683615,5.54,06-SEP-15,"(43.82501329999999, -72.1184744)"
C00577130,P60007168,"Sanders, Bernard",FARMINGTON,NH,038353921,10,03-SEP-15,"(43.3526526, -71.0735476)"
C00580399,P60008521,"Christie, Christopher J.",RYE,NH,038702705,250,08-SEP-15,"(42.9928394, -70.7763169)"
C00580399,P60008521,"Christie, Christopher J.",RYE,NH,038702705,250,08-SEP-15,"(42.9928394, -70.7763169)"
C00580399,P60008521,"Christie, Christopher J.",HOLLIS,NH,030496430,250,30-AUG-15,"(42.7272362, -71.59613279999999)"
C00580399,P60008521,"Christie, Christopher J.",HOLLIS,NH,030496430,250,30-AUG-15,"(42.7272362, -71.59613279999999)"
C00577130,P60007168,"Sanders, Bernard",WINDHAM,NH,030870873,50,30-SEP-15,"(42.792901, -71.3111773)"
C00577130,P60007168,"Sanders, Bernard",WALPOLE,NH,036084803,100,30-SEP-15,"(43.0842823, -72.4021423)"
C00580399,P60008521,"Christie, Christopher J.",RYE BEACH,NH,038710488,250,08-SEP-15,"(42.9793668, -70.76962689999999)"
C00580100,P80001571,"Trump, Donald J.",NORTH HAMPTON,NH,03862,31.93,08-AUG-15,"(42.98234410000001, -70.8238874)"
C00577130,P60007168,"Sanders, Bernard",NEWBURY,NH,032555905,35,24-SEP-15,"(43.3240003, -72.0231125)"
C00580100,P80001571,"Trump, Donald J.",NORTH HAMPTON,NH,03862,250,27-JUL-15,"(42.98234410000001, -70.8238874)"
C00580100,P80001571,"Trump, Donald J.",PETERBOROUGH,NH,03458,1000,04-AUG-15,"(42.8573814, -71.9282781)"
C00577130,P60007168,"Sanders, Bernard",MANCHESTER,NH,031041863,50,24-SEP-15,"(43.00885590000001, -71.4477469)"
C00577130,P60007168,"Sanders, Bernard",CLAREMONT,NH,037434328,10,30-SEP-15,"(43.369662, -72.3074326)"
C00577130,P60007168,"Sanders, Bernard",HANOVER,NH,037551301,10,30-SEP-15,"(43.7260338, -72.14291720000001)"
C00577130,P60007168,"Sanders, Bernard",HOLLIS,NH,030496201,50,30-SEP-15,"(42.7272362, -71.59613279999999)"
C00577130,P60007168,"Sanders, Bernard",PORTSMOUTH,NH,038014515,24.86,30-SEP-15,"(43.0874906, -70.83577919999999)"
C00577130,P60007168,"Sanders, Bernard",CHARLESTOWN,NH,036034322,50,30-SEP-15,"(43.2347143, -72.4021423)"
C00577130,P60007168,"Sanders, Bernard",PORTSMOUTH,NH,038014515,15,30-SEP-15,"(43.0874906, -70.83577919999999)"
C00577130,P60007168,"Sanders, Bernard",AMHERST,NH,030312136,25,26-SEP-15,"(42.8708242, -71.6080009)"
C00577130,P60007168,"Sanders, Bernard",NASHUA,NH,030633518,100,25-SEP-15,"(42.7795584, -71.51304449999999)"
C00583146,P60009685,"Lessig, Lawrence",PORTSMOUTH,NH,038015645,250,11-SEP-15,"(43.0874906, -70.83577919999999)"
C00583146,P60009685,"Lessig, Lawrence",LYME,NH,037683503,250,08-SEP-15,"(43.82501329999999, -72.1184744)"
C00583146,P60009685,"Lessig, Lawrence",LYME,NH,037683503,100,24-SEP-15,"(43.82501329999999, -72.1184744)"
C00577130,P60007168,"Sanders, Bernard",LEE,NH,038616361,100,30-SEP-15,"(43.1088938, -71.014118)"
C00577130,P60007168,"Sanders, Bernard",DOVER,NH,038204179,5,08-SEP-15,"(43.1819713, -70.89523369999999)"
C00577130,P60007168,"Sanders, Bernard",MELVIN VILLAGE,NH,03850,10,08-SEP-15,"(43.6860602, -71.29824390000002)"
C00577130,P60007168,"Sanders, Bernard",EXETER,NH,038335323,250,24-SEP-15,"(42.9996568, -70.9784562)"
C00577130,P60007168,"Sanders, Bernard",CANDIA,NH,030342004,50,15-SEP-15,"(43.0563351, -71.3111773)"
C00577130,P60007168,"Sanders, Bernard",ANDOVER,NH,032163705,1000,16-SEP-15,"(43.4461125, -71.7978333)"
C00577130,P60007168,"Sanders, Bernard",CONCORD,NH,033034167,35,13-SEP-15,"(43.3071121, -71.69106599999999)"
C00577130,P60007168,"Sanders, Bernard",WALPOLE,NH,036080789,500,16-SEP-15,"(43.0842823, -72.4021423)"
C00577130,P60007168,"Sanders, Bernard",PORTSMOUTH,NH,038014406,10,17-SEP-15,"(43.0874906, -70.83577919999999)"
C00577130,P60007168,"Sanders, Bernard",FRANCESTOWN,NH,030433707,5,13-SEP-15,"(42.9927468, -71.8334145)"
C00577130,P60007168,"Sanders, Bernard",WEST LEBANON,NH,037841434,35,20-SEP-15,"(43.6227722, -72.3138748)"
C00577130,P60007168,"Sanders, Bernard",MILFORD,NH,030554822,150,23-SEP-15,"(42.8185188, -71.69106599999999)"
C00577130,P60007168,"Sanders, Bernard",LANDAFF,NH,035855314,250,20-SEP-15,"(44.19958070000001, -71.8748749)"
C00577130,P60007168,"Sanders, Bernard",DOVER,NH,038203670,40,22-SEP-15,"(43.1819713, -70.89523369999999)"
C00577130,P60007168,"Sanders, Bernard",CENTER HARBOR,NH,032263410,39.34,05-SEP-15,"(43.71269849999999, -71.49147470000001)"
C00577130,P60007168,"Sanders, Bernard",AMHERST,NH,030312136,25,23-SEP-15,"(42.8708242, -71.6080009)"
C00577130,P60007168,"Sanders, Bernard",NEWBURY,NH,032555905,28.54,20-SEP-15,"(43.3240003, -72.0231125)"
C00577130,P60007168,"Sanders, Bernard",LEE,NH,038616301,100,13-SEP-15,"(43.1088938, -71.014118)"
C00577130,P60007168,"Sanders, Bernard",DOVER,NH,038203670,86.25,11-SEP-15,"(43.1819713, -70.89523369999999)"
C00577130,P60007168,"Sanders, Bernard",NEWMARKET,NH,038572141,10,07-SEP-15,"(43.06325080000001, -70.9665682)"
C00577130,P60007168,"Sanders, Bernard",HANCOCK,NH,034495500,73.25,05-SEP-15,"(42.9782657, -71.97569899999999)"
C00577130,P60007168,"Sanders, Bernard",CONWAY,NH,038186025,5,13-SEP-15,"(43.97695909999999, -71.2194621)"
C00577130,P60007168,"Sanders, Bernard",WINDHAM,NH,030871398,15,16-SEP-15,"(42.792901, -71.3111773)"
C00577130,P60007168,"Sanders, Bernard",NORTH SANDWICH,NH,032593002,35,23-SEP-15,"(43.9337199, -71.40968070000001)"
C00577130,P60007168,"Sanders, Bernard",HANOVER,NH,037552211,5,13-SEP-15,"(43.7260338, -72.14291720000001)"
C00577130,P60007168,"Sanders, Bernard",PORTSMOUTH,NH,038015315,100,12-SEP-15,"(43.0874906, -70.83577919999999)"
C00577130,P60007168,"Sanders, Bernard",DEERFIELD,NH,030371604,35,20-SEP-15,"(43.1233244, -71.263663)"
C00577130,P60007168,"Sanders, Bernard",CONCORD,NH,033013607,100,08-SEP-15,"(43.2086343, -71.5486562)"
C00580480,P60006046,"Walker, Scott",ALSTEAD,NH,03602,500,17-AUG-15,"(43.1069016, -72.3074326)"
C00577130,P60007168,"Sanders, Bernard",BRISTOL,NH,032223448,55.75,10-SEP-15,"(43.62689779999999, -71.77890800000002)"
C00580480,P60006046,"Walker, Scott",GOFFSTOWN,NH,03045,50,19-AUG-15,"(43.0209998, -71.5486562)"
C00580480,P60006046,"Walker, Scott",GOFFSTOWN,NH,03045,25,08-SEP-15,"(43.0209998, -71.5486562)"
C00580480,P60006046,"Walker, Scott",NASHUA,NH,030632819,250,27-AUG-15,"(42.7795584, -71.51304449999999)"
C00580480,P60006046,"Walker, Scott",BEDFORD,NH,03110,100,14-AUG-15,"(42.9457529, -71.5486562)"
C00580480,P60006046,"Walker, Scott",NORTH HAMPTON,NH,03862,500,24-JUL-15,"(42.98234410000001, -70.8238874)"
C00577130,P60007168,"Sanders, Bernard",PLAINFIELD,NH,037815140,50,03-SEP-15,"(43.5565118, -72.3074326)"
C00577130,P60007168,"Sanders, Bernard",HENNIKER,NH,032423311,50,21-SEP-15,"(43.1806781, -71.8334145)"
C00580480,P60006046,"Walker, Scott",CORNISH,NH,03745,250,14-JUL-15,"(43.4818556, -72.3074326)"
C00577130,P60007168,"Sanders, Bernard",SUGAR HILL,NH,035864253,35,16-SEP-15,"(44.2153053, -71.7977016)"
C00580480,P60006046,"Walker, Scott",GILMANTON,NH,03237,250,04-AUG-15,"(43.4090534, -71.4061876)"
C00577130,P60007168,"Sanders, Bernard",ANDOVER,NH,032164003,15,16-SEP-15,"(43.4461125, -71.7978333)"
C00577130,P60007168,"Sanders, Bernard",DERRY,NH,030383705,10,21-SEP-15,"(42.8976471, -71.2715443)"
C00580480,P60006046,"Walker, Scott",DOVER,NH,03820,2700,15-AUG-15,"(43.1819713, -70.89523369999999)"
C00577130,P60007168,"Sanders, Bernard",PETERBOROUGH,NH,034581511,40.25,21-SEP-15,"(42.8573814, -71.9282781)"
C00577130,P60007168,"Sanders, Bernard",CONWAY,NH,038186025,10,23-SEP-15,"(43.97695909999999, -71.2194621)"
C00577130,P60007168,"Sanders, Bernard",MANCHESTER,NH,031043339,50,19-SEP-15,"(43.00885590000001, -71.4477469)"
C00577130,P60007168,"Sanders, Bernard",HILLSBOROUGH,NH,032444006,50,07-SEP-15,"(43.1586356, -71.9282781)"
C00577130,P60007168,"Sanders, Bernard",PORTSMOUTH,NH,038014515,10,29-SEP-15,"(43.0874906, -70.83577919999999)"
C00577130,P60007168,"Sanders, Bernard",HAMPSTEAD,NH,038412331,29.79,30-SEP-15,"(42.8744289, -71.1804988)"
C00580399,P60008521,"Christie, Christopher J.",RYE BEACH,NH,038719004,250,08-SEP-15,"(42.9793668, -70.76962689999999)"
C00577130,P60007168,"Sanders, Bernard",AMHERST,NH,030312136,25,28-SEP-15,"(42.8708242, -71.6080009)"
C00577130,P60007168,"Sanders, Bernard",FARMINGTON,NH,038353921,10,30-SEP-15,"(43.3526526, -71.0735476)"
C00580100,P80001571,"Trump, Donald J.",NASHUA,NH,03062,1000,25-AUG-15,"(42.7189172, -71.4893013)"
C00577130,P60007168,"Sanders, Bernard",CLAREMONT,NH,037433321,50,30-SEP-15,"(43.369662, -72.3074326)"
C00577130,P60007168,"Sanders, Bernard",PETERBOROUGH,NH,034582012,10,27-SEP-15,"(42.8573814, -71.9282781)"
C00577130,P60007168,"Sanders, Bernard",HANOVER,NH,037551236,10,25-SEP-15,"(43.7260338, -72.14291720000001)"
C00580100,P80001571,"Trump, Donald J.",SALEM,NH,03079,2700,12-JUL-15,"(42.7768318, -71.2161428)"
C00577130,P60007168,"Sanders, Bernard",HANOVER,NH,037551236,10,29-SEP-15,"(43.7260338, -72.14291720000001)"
C00577130,P60007168,"Sanders, Bernard",MILTON,NH,038514736,200,30-SEP-15,"(43.4440953, -71.00919979999999)"
C00580100,P80001571,"Trump, Donald J.",GILFORD,NH,03249,250,07-JUL-15,"(43.5566893, -71.3973105)"
C00577130,P60007168,"Sanders, Bernard",MANCHESTER,NH,031044153,50,28-SEP-15,"(43.00885590000001, -71.4477469)"
C00577130,P60007168,"Sanders, Bernard",ANDOVER,NH,032164003,100,30-SEP-15,"(43.4461125, -71.7978333)"
C00583146,P60009685,"Lessig, Lawrence",WATERVILLE VALLEY,NH,032150335,250,03-SEP-15,"(43.9804864, -71.4919967)"
C00583146,P60009685,"Lessig, Lawrence",CONCORD,NH,033012925,1000,11-AUG-15,"(43.2086343, -71.5486562)"
C00577130,P60007168,"Sanders, Bernard",SANBORNTON,NH,03269,50,14-SEP-15,"(43.5134592, -71.5849532)"
C00577130,P60007168,"Sanders, Bernard",JAFFREY,NH,034525009,50,20-SEP-15,"(42.8426433, -72.07051849999999)"
C00577130,P60007168,"Sanders, Bernard",NORTH HAMPTON,NH,038622021,100,06-SEP-15,"(42.98234410000001, -70.8238874)"
C00577130,P60007168,"Sanders, Bernard",KEENE,NH,034315252,100,23-SEP-15,"(42.9561414, -72.3074326)"
C00577130,P60007168,"Sanders, Bernard",SOUTH HAMPTON,NH,038273605,100,15-SEP-15,"(42.8983828, -70.99034379999999)"
C00577130,P60007168,"Sanders, Bernard",DURHAM,NH,038244205,10,02-SEP-15,"(43.13396789999999, -70.9264635)"
C00577130,P60007168,"Sanders, Bernard",FARMINGTON,NH,038353921,5,12-SEP-15,"(43.3526526, -71.0735476)"
C00577130,P60007168,"Sanders, Bernard",FARMINGTON,NH,038353921,5,12-SEP-15,"(43.3526526, -71.0735476)"
C00577130,P60007168,"Sanders, Bernard",FARMINGTON,NH,038353921,5,13-SEP-15,"(43.3526526, -71.0735476)"
C00577130,P60007168,"Sanders, Bernard",FARMINGTON,NH,038353921,5,13-SEP-15,"(43.3526526, -71.0735476)"
C00577130,P60007168,"Sanders, Bernard",DURHAM,NH,038243328,250,23-SEP-15,"(43.13396789999999, -70.9264635)"
C00577130,P60007168,"Sanders, Bernard",PETERBOROUGH,NH,034581511,10,23-SEP-15,"(42.8573814, -71.9282781)"
C00577130,P60007168,"Sanders, Bernard",BOW,NH,033044112,100,15-SEP-15,"(43.13366329999999, -71.5486562)"
C00577130,P60007168,"Sanders, Bernard",BOW,NH,033044112,3,15-SEP-15,"(43.13366329999999, -71.5486562)"
C00577130,P60007168,"Sanders, Bernard",DERRY,NH,030384131,100,07-SEP-15,"(42.8976471, -71.2715443)"
C00577130,P60007168,"Sanders, Bernard",DOVER,NH,03820,35,22-SEP-15,"(43.1819713, -70.89523369999999)"
C00577130,P60007168,"Sanders, Bernard",HAMPTON,NH,038421825,50,08-SEP-15,"(42.9448076, -70.8238874)"
C00577130,P60007168,"Sanders, Bernard",SALEM,NH,030792351,69,06-SEP-15,"(42.7768318, -71.2161428)"
C00577130,P60007168,"Sanders, Bernard",FRANCESTOWN,NH,030433707,25,04-SEP-15,"(42.9927468, -71.8334145)"
